"CubeId";"auvezebq"
"2004-Q4";"N";"T";"LE";"558763.24596405"
"2004-Q4";"A";"T";"LE1";"2319091.38449215"
"2004-Q4";"A";"T";"LX";"-3132.45317071"
"2004-Q4";"A";"T";"T";
"2004-Q4";"A";"T";"K";
"2004-Q4";"A";"T";"K7";
"2004-Q4";"A";"T";"K7A";
"2004-Q4";"A";"T";"K7B";
"2004-Q4";"A";"T";"KA";
"2004-Q4";"A";"T";"LE";"2315958.63132144"
"2004-Q4";"P";"T";"LE1";"1742411.59116797"
"2004-Q4";"P";"T";"LX";"14783.49418942"
"2004-Q4";"P";"T";"T";
"2004-Q4";"P";"T";"K";
"2004-Q4";"P";"T";"K7";
"2004-Q4";"P";"T";"K7A";
"2004-Q4";"P";"T";"K7B";
"2004-Q4";"P";"T";"KA";
"2004-Q4";"P";"T";"LE";"1757195.38535739"
"2005-Q1";"N";"T";"LE1";"558763.24596405"
"2005-Q1";"N";"T";"LX";"31920.20776751"
"2005-Q1";"N";"T";"T";"21026.90661377"
"2005-Q1";"N";"T";"K";"10892.99215374"
"2005-Q1";"N";"T";"K7";
"2005-Q1";"N";"T";"K7A";
"2005-Q1";"N";"T";"K7B";
"2005-Q1";"N";"T";"KA";
"2005-Q1";"N";"T";"LE";"590684.25973156"
"2005-Q1";"A";"T";"LE1";"2315958.63132144"
"2005-Q1";"A";"T";"LX";"110786.85429118"
"2005-Q1";"A";"T";"T";
"2005-Q1";"A";"T";"K";
"2005-Q1";"A";"T";"K7";
"2005-Q1";"A";"T";"K7A";
"2005-Q1";"A";"T";"K7B";
"2005-Q1";"A";"T";"KA";
"2005-Q1";"A";"T";"LE";"2426745.88361262"
"2005-Q1";"P";"T";"LE1";"1757195.38535739"
"2005-Q1";"P";"T";"LX";"78866.64652366"
"2005-Q1";"P";"T";"T";
"2005-Q1";"P";"T";"K";
"2005-Q1";"P";"T";"K7";
"2005-Q1";"P";"T";"K7A";
"2005-Q1";"P";"T";"K7B";
"2005-Q1";"P";"T";"KA";
"2005-Q1";"P";"T";"LE";"1836061.62388105"
"2005-Q2";"N";"T";"LE1";"590684.25973156"
"2005-Q2";"N";"T";"LX";"2160.79213445"
"2005-Q2";"N";"T";"T";"9224.8800818"
"2005-Q2";"N";"T";"K";"-7064.78794735"
"2005-Q2";"N";"T";"K7";
"2005-Q2";"N";"T";"K7A";
"2005-Q2";"N";"T";"K7B";
"2005-Q2";"N";"T";"KA";
"2005-Q2";"N";"T";"LE";"592845.24082705"
"2005-Q2";"A";"T";"LE1";"2426745.88361262"
"2005-Q2";"A";"T";"LX";"181325.41865811"
"2005-Q2";"A";"T";"T";
"2005-Q2";"A";"T";"K";
"2005-Q2";"A";"T";"K7";
"2005-Q2";"A";"T";"K7A";
"2005-Q2";"A";"T";"K7B";
"2005-Q2";"A";"T";"KA";
"2005-Q2";"A";"T";"LE";"2608071.19623177"
"2005-Q2";"P";"T";"LE1";"1836061.62388105"
"2005-Q2";"P";"T";"LX";"179164.62652366"
"2005-Q2";"P";"T";"T";
"2005-Q2";"P";"T";"K";
"2005-Q2";"P";"T";"K7";
"2005-Q2";"P";"T";"K7A";
"2005-Q2";"P";"T";"K7B";
"2005-Q2";"P";"T";"KA";
"2005-Q2";"P";"T";"LE";"2015225.95540471"
"2005-Q3";"N";"T";"LE1";"592845.24082705"
"2005-Q3";"N";"T";"LX";"7784.49317912"
"2005-Q3";"N";"T";"T";"22795.19822882"
"2005-Q3";"N";"T";"K";"-15010.3050497"
"2005-Q3";"N";"T";"K7";
"2005-Q3";"N";"T";"K7A";
"2005-Q3";"N";"T";"K7B";
"2005-Q3";"N";"T";"KA";
"2005-Q3";"N";"T";"LE";"600629.21804513"
"2005-Q3";"A";"T";"LE1";"2608071.19623177"
"2005-Q3";"A";"T";"LX";"136375.91970278"
"2005-Q3";"A";"T";"T";
"2005-Q3";"A";"T";"K";
"2005-Q3";"A";"T";"K7";
"2005-Q3";"A";"T";"K7A";
"2005-Q3";"A";"T";"K7B";
"2005-Q3";"A";"T";"KA";
"2005-Q3";"A";"T";"LE";"2744447.50797351"
"2005-Q3";"P";"T";"LE1";"2015225.95540471"
"2005-Q3";"P";"T";"LX";"128591.42652366"
"2005-Q3";"P";"T";"T";
"2005-Q3";"P";"T";"K";
"2005-Q3";"P";"T";"K7";
"2005-Q3";"P";"T";"K7A";
"2005-Q3";"P";"T";"K7B";
"2005-Q3";"P";"T";"KA";
"2005-Q3";"P";"T";"LE";"2143818.28992838"
"2005-Q4";"N";"T";"LE1";"600629.21804513"
"2005-Q4";"N";"T";"LX";"1843.64149708"
"2005-Q4";"N";"T";"T";"45609.31442862"
"2005-Q4";"N";"T";"K";"-43765.87293154"
"2005-Q4";"N";"T";"K7";
"2005-Q4";"N";"T";"K7A";
"2005-Q4";"N";"T";"K7B";
"2005-Q4";"N";"T";"KA";
"2005-Q4";"N";"T";"LE";"602472.97054221"
"2005-Q4";"A";"T";"LE1";"2744447.50797351"
"2005-Q4";"A";"T";"LX";"55253.59375291"
"2005-Q4";"A";"T";"T";
"2005-Q4";"A";"T";"K";
"2005-Q4";"A";"T";"K7";
"2005-Q4";"A";"T";"K7A";
"2005-Q4";"A";"T";"K7B";
"2005-Q4";"A";"T";"KA";
"2005-Q4";"A";"T";"LE";"2799700.91772642"
"2005-Q4";"P";"T";"LE1";"2143818.28992838"
"2005-Q4";"P";"T";"LX";"53409.95225583"
"2005-Q4";"P";"T";"T";
"2005-Q4";"P";"T";"K";
"2005-Q4";"P";"T";"K7";
"2005-Q4";"P";"T";"K7A";
"2005-Q4";"P";"T";"K7B";
"2005-Q4";"P";"T";"KA";
"2005-Q4";"P";"T";"LE";"2197227.94718421"
"2006-Q1";"N";"T";"LE1";"602472.97054221"
"2006-Q1";"N";"T";"LX";"60411.10375954"
"2006-Q1";"N";"T";"T";"12221.14449752"
"2006-Q1";"N";"T";"K";"48190.25926202"
"2006-Q1";"N";"T";"K7";
"2006-Q1";"N";"T";"K7A";
"2006-Q1";"N";"T";"K7B";
"2006-Q1";"N";"T";"KA";
"2006-Q1";"N";"T";"LE";"662884.98630175"
"2006-Q1";"A";"T";"LE1";"2799700.91772642"
"2006-Q1";"A";"T";"LX";"224884.59439596"
"2006-Q1";"A";"T";"T";
"2006-Q1";"A";"T";"K";
"2006-Q1";"A";"T";"K7";
"2006-Q1";"A";"T";"K7A";
"2006-Q1";"A";"T";"K7B";
"2006-Q1";"A";"T";"KA";
"2006-Q1";"A";"T";"LE";"3024585.60712238"
"2006-Q1";"P";"T";"LE1";"2197227.94718421"
"2006-Q1";"P";"T";"LX";"164473.49063642"
"2006-Q1";"P";"T";"T";
"2006-Q1";"P";"T";"K";
"2006-Q1";"P";"T";"K7";
"2006-Q1";"P";"T";"K7A";
"2006-Q1";"P";"T";"K7B";
"2006-Q1";"P";"T";"KA";
"2006-Q1";"P";"T";"LE";"2361700.62082063"
"2006-Q2";"N";"T";"LE1";"662884.98630175"
"2006-Q2";"N";"T";"LX";"17450.75405676"
"2006-Q2";"N";"T";"T";"17966.63952794"
"2006-Q2";"N";"T";"K";"-515.88547118"
"2006-Q2";"N";"T";"K7";
"2006-Q2";"N";"T";"K7A";
"2006-Q2";"N";"T";"K7B";
"2006-Q2";"N";"T";"KA";
"2006-Q2";"N";"T";"LE";"680335.23435851"
"2006-Q2";"A";"T";"LE1";"3024585.60712238"
"2006-Q2";"A";"T";"LX";"-16229.70830704"
"2006-Q2";"A";"T";"T";
"2006-Q2";"A";"T";"K";
"2006-Q2";"A";"T";"K7";
"2006-Q2";"A";"T";"K7A";
"2006-Q2";"A";"T";"K7B";
"2006-Q2";"A";"T";"KA";
"2006-Q2";"A";"T";"LE";"3008355.59581534"
"2006-Q2";"P";"T";"LE1";"2361700.62082063"
"2006-Q2";"P";"T";"LX";"-33680.4623638"
"2006-Q2";"P";"T";"T";
"2006-Q2";"P";"T";"K";
"2006-Q2";"P";"T";"K7";
"2006-Q2";"P";"T";"K7A";
"2006-Q2";"P";"T";"K7B";
"2006-Q2";"P";"T";"KA";
"2006-Q2";"P";"T";"LE";"2328020.36145683"
"2006-Q3";"N";"T";"LE1";"680335.23435851"
"2006-Q3";"N";"T";"LX";"14649.83403901"
"2006-Q3";"N";"T";"T";"23697.34229926"
"2006-Q3";"N";"T";"K";"-9048.00826025"
"2006-Q3";"N";"T";"K7";
"2006-Q3";"N";"T";"K7A";
"2006-Q3";"N";"T";"K7B";
"2006-Q3";"N";"T";"KA";
"2006-Q3";"N";"T";"LE";"694984.77239752"
"2006-Q3";"A";"T";"LE1";"3008355.59581534"
"2006-Q3";"A";"T";"LX";"133164.74064627"
"2006-Q3";"A";"T";"T";
"2006-Q3";"A";"T";"K";
"2006-Q3";"A";"T";"K7";
"2006-Q3";"A";"T";"K7A";
"2006-Q3";"A";"T";"K7B";
"2006-Q3";"A";"T";"KA";
"2006-Q3";"A";"T";"LE";"3141520.54846161"
"2006-Q3";"P";"T";"LE1";"2328020.36145683"
"2006-Q3";"P";"T";"LX";"118514.90660726"
"2006-Q3";"P";"T";"T";
"2006-Q3";"P";"T";"K";
"2006-Q3";"P";"T";"K7";
"2006-Q3";"P";"T";"K7A";
"2006-Q3";"P";"T";"K7B";
"2006-Q3";"P";"T";"KA";
"2006-Q3";"P";"T";"LE";"2446535.77606409"
"2006-Q4";"N";"T";"LE1";"694984.77239752"
"2006-Q4";"N";"T";"LX";"-97774.80359237"
"2006-Q4";"N";"T";"T";"34943.21170796"
"2006-Q4";"N";"T";"K";"-132717.71530033"
"2006-Q4";"N";"T";"K7";
"2006-Q4";"N";"T";"K7A";
"2006-Q4";"N";"T";"K7B";
"2006-Q4";"N";"T";"KA";
"2006-Q4";"N";"T";"LE";"597209.66980515"
"2006-Q4";"A";"T";"LE1";"3141520.54846161"
"2006-Q4";"A";"T";"LX";"-16054.94403118"
"2006-Q4";"A";"T";"T";
"2006-Q4";"A";"T";"K";
"2006-Q4";"A";"T";"K7";
"2006-Q4";"A";"T";"K7A";
"2006-Q4";"A";"T";"K7B";
"2006-Q4";"A";"T";"KA";
"2006-Q4";"A";"T";"LE";"3125465.10043043"
"2006-Q4";"P";"T";"LE1";"2446535.77606409"
"2006-Q4";"P";"T";"LX";"81719.85956118"
"2006-Q4";"P";"T";"T";
"2006-Q4";"P";"T";"K";
"2006-Q4";"P";"T";"K7";
"2006-Q4";"P";"T";"K7A";
"2006-Q4";"P";"T";"K7B";
"2006-Q4";"P";"T";"KA";
"2006-Q4";"P";"T";"LE";"2528255.43062528"
"2007-Q1";"N";"T";"LE1";"597209.66980515"
"2007-Q1";"N";"T";"LX";"49474.75017012"
"2007-Q1";"N";"T";"T";"22251.50475804"
"2007-Q1";"N";"T";"K";"27223.64541209"
"2007-Q1";"N";"T";"K7";
"2007-Q1";"N";"T";"K7A";
"2007-Q1";"N";"T";"K7B";
"2007-Q1";"N";"T";"KA";
"2007-Q1";"N";"T";"LE";"646684.42197528"
"2007-Q1";"A";"T";"LE1";"3125465.10043043"
"2007-Q1";"A";"T";"LX";"394943.1543218"
"2007-Q1";"A";"T";"T";
"2007-Q1";"A";"T";"K";
"2007-Q1";"A";"T";"K7";
"2007-Q1";"A";"T";"K7A";
"2007-Q1";"A";"T";"K7B";
"2007-Q1";"A";"T";"KA";
"2007-Q1";"A";"T";"LE";"3520408.55875223"
"2007-Q1";"P";"T";"LE1";"2528255.43062528"
"2007-Q1";"P";"T";"LX";"345468.40415168"
"2007-Q1";"P";"T";"T";
"2007-Q1";"P";"T";"K";
"2007-Q1";"P";"T";"K7";
"2007-Q1";"P";"T";"K7A";
"2007-Q1";"P";"T";"K7B";
"2007-Q1";"P";"T";"KA";
"2007-Q1";"P";"T";"LE";"2873724.13677696"
"2007-Q2";"N";"T";"LE1";"646684.42197528"
"2007-Q2";"N";"T";"LX";"26991.76857405"
"2007-Q2";"N";"T";"T";"18865.29778138"
"2007-Q2";"N";"T";"K";"8126.77079266"
"2007-Q2";"N";"T";"K7";
"2007-Q2";"N";"T";"K7A";
"2007-Q2";"N";"T";"K7B";
"2007-Q2";"N";"T";"KA";
"2007-Q2";"N";"T";"LE";"673677.00254932"
"2007-Q2";"A";"T";"LE1";"3520408.55875223"
"2007-Q2";"A";"T";"LX";"106385.65649427"
"2007-Q2";"A";"T";"T";
"2007-Q2";"A";"T";"K";
"2007-Q2";"A";"T";"K7";
"2007-Q2";"A";"T";"K7A";
"2007-Q2";"A";"T";"K7B";
"2007-Q2";"A";"T";"KA";
"2007-Q2";"A";"T";"LE";"3626794.62124651"
"2007-Q2";"P";"T";"LE1";"2873724.13677696"
"2007-Q2";"P";"T";"LX";"79393.88792023"
"2007-Q2";"P";"T";"T";
"2007-Q2";"P";"T";"K";
"2007-Q2";"P";"T";"K7";
"2007-Q2";"P";"T";"K7A";
"2007-Q2";"P";"T";"K7B";
"2007-Q2";"P";"T";"KA";
"2007-Q2";"P";"T";"LE";"2953117.61869718"
"2007-Q3";"N";"T";"LE1";"673677.00254932"
"2007-Q3";"N";"T";"LX";"27799.69691888"
"2007-Q3";"N";"T";"T";"3551.76336651"
"2007-Q3";"N";"T";"K";"24248.03355237"
"2007-Q3";"N";"T";"K7";
"2007-Q3";"N";"T";"K7A";
"2007-Q3";"N";"T";"K7B";
"2007-Q3";"N";"T";"KA";
"2007-Q3";"N";"T";"LE";"701476.68946821"
"2007-Q3";"A";"T";"LE1";"3626794.62124651"
"2007-Q3";"A";"T";"LX";"7596.66586318"
"2007-Q3";"A";"T";"T";
"2007-Q3";"A";"T";"K";
"2007-Q3";"A";"T";"K7";
"2007-Q3";"A";"T";"K7A";
"2007-Q3";"A";"T";"K7B";
"2007-Q3";"A";"T";"KA";
"2007-Q3";"A";"T";"LE";"3634391.48110969"
"2007-Q3";"P";"T";"LE1";"2953117.61869718"
"2007-Q3";"P";"T";"LX";"-20203.0310557"
"2007-Q3";"P";"T";"T";
"2007-Q3";"P";"T";"K";
"2007-Q3";"P";"T";"K7";
"2007-Q3";"P";"T";"K7A";
"2007-Q3";"P";"T";"K7B";
"2007-Q3";"P";"T";"KA";
"2007-Q3";"P";"T";"LE";"2932914.79164148"
"2007-Q4";"N";"T";"LE1";"701476.68946821"
"2007-Q4";"N";"T";"LX";"38007.48976958"
"2007-Q4";"N";"T";"T";"4483.78614634"
"2007-Q4";"N";"T";"K";"33523.60362325"
"2007-Q4";"N";"T";"K7";
"2007-Q4";"N";"T";"K7A";
"2007-Q4";"N";"T";"K7B";
"2007-Q4";"N";"T";"KA";
"2007-Q4";"N";"T";"LE";"739483.67623779"
"2007-Q4";"A";"T";"LE1";"3634391.48110969"
"2007-Q4";"A";"T";"LX";"112188.69127181"
"2007-Q4";"A";"T";"T";
"2007-Q4";"A";"T";"K";
"2007-Q4";"A";"T";"K7";
"2007-Q4";"A";"T";"K7A";
"2007-Q4";"A";"T";"K7B";
"2007-Q4";"A";"T";"KA";
"2007-Q4";"A";"T";"LE";"3746579.8693815"
"2007-Q4";"P";"T";"LE1";"2932914.79164148"
"2007-Q4";"P";"T";"LX";"74181.20150223"
"2007-Q4";"P";"T";"T";
"2007-Q4";"P";"T";"K";
"2007-Q4";"P";"T";"K7";
"2007-Q4";"P";"T";"K7A";
"2007-Q4";"P";"T";"K7B";
"2007-Q4";"P";"T";"KA";
"2007-Q4";"P";"T";"LE";"3007096.19314371"
"2008-Q1";"N";"T";"LE1";"739483.67623779"
"2008-Q1";"N";"T";"LX";"-45382.23868241"
"2008-Q1";"N";"T";"T";"-7841.88617549"
"2008-Q1";"N";"T";"K";"-37540.75250693"
"2008-Q1";"N";"T";"K7";
"2008-Q1";"N";"T";"K7A";
"2008-Q1";"N";"T";"K7B";
"2008-Q1";"N";"T";"KA";
"2008-Q1";"N";"T";"LE";"694101.44655537"
"2008-Q1";"A";"T";"LE1";"3746579.8693815"
"2008-Q1";"A";"T";"LX";"-202282.45677286"
"2008-Q1";"A";"T";"T";
"2008-Q1";"A";"T";"K";
"2008-Q1";"A";"T";"K7";
"2008-Q1";"A";"T";"K7A";
"2008-Q1";"A";"T";"K7B";
"2008-Q1";"A";"T";"KA";
"2008-Q1";"A";"T";"LE";"3544297.12060864"
"2008-Q1";"P";"T";"LE1";"3007096.19314371"
"2008-Q1";"P";"T";"LX";"-156900.21809045"
"2008-Q1";"P";"T";"T";
"2008-Q1";"P";"T";"K";
"2008-Q1";"P";"T";"K7";
"2008-Q1";"P";"T";"K7A";
"2008-Q1";"P";"T";"K7B";
"2008-Q1";"P";"T";"KA";
"2008-Q1";"P";"T";"LE";"2850195.67405327"
"2008-Q2";"N";"T";"LE1";"694101.44655537"
"2008-Q2";"N";"T";"LX";"13213.97122043"
"2008-Q2";"N";"T";"T";"22906.72138374"
"2008-Q2";"N";"T";"K";"-9692.25016331"
"2008-Q2";"N";"T";"K7";
"2008-Q2";"N";"T";"K7A";
"2008-Q2";"N";"T";"K7B";
"2008-Q2";"N";"T";"KA";
"2008-Q2";"N";"T";"LE";"707315.6087758"
"2008-Q2";"A";"T";"LE1";"3544297.12060864"
"2008-Q2";"A";"T";"LX";"-119309.01348602"
"2008-Q2";"A";"T";"T";
"2008-Q2";"A";"T";"K";
"2008-Q2";"A";"T";"K7";
"2008-Q2";"A";"T";"K7A";
"2008-Q2";"A";"T";"K7B";
"2008-Q2";"A";"T";"KA";
"2008-Q2";"A";"T";"LE";"3424988.80212263"
"2008-Q2";"P";"T";"LE1";"2850195.67405327"
"2008-Q2";"P";"T";"LX";"-132522.98470644"
"2008-Q2";"P";"T";"T";
"2008-Q2";"P";"T";"K";
"2008-Q2";"P";"T";"K7";
"2008-Q2";"P";"T";"K7A";
"2008-Q2";"P";"T";"K7B";
"2008-Q2";"P";"T";"KA";
"2008-Q2";"P";"T";"LE";"2717673.19334682"
"2008-Q3";"N";"T";"LE1";"707315.6087758"
"2008-Q3";"N";"T";"LX";"-59.64589221"
"2008-Q3";"N";"T";"T";"22225.89831545"
"2008-Q3";"N";"T";"K";"-22285.64420766"
"2008-Q3";"N";"T";"K7";
"2008-Q3";"N";"T";"K7A";
"2008-Q3";"N";"T";"K7B";
"2008-Q3";"N";"T";"KA";
"2008-Q3";"N";"T";"LE";"707256.26288359"
"2008-Q3";"A";"T";"LE1";"3424988.80212263"
"2008-Q3";"A";"T";"LX";"69847.67017682"
"2008-Q3";"A";"T";"T";
"2008-Q3";"A";"T";"K";
"2008-Q3";"A";"T";"K7";
"2008-Q3";"A";"T";"K7A";
"2008-Q3";"A";"T";"K7B";
"2008-Q3";"A";"T";"KA";
"2008-Q3";"A";"T";"LE";"3494836.46929945"
"2008-Q3";"P";"T";"LE1";"2717673.19334682"
"2008-Q3";"P";"T";"LX";"69907.31606904"
"2008-Q3";"P";"T";"T";
"2008-Q3";"P";"T";"K";
"2008-Q3";"P";"T";"K7";
"2008-Q3";"P";"T";"K7A";
"2008-Q3";"P";"T";"K7B";
"2008-Q3";"P";"T";"KA";
"2008-Q3";"P";"T";"LE";"2787580.20641586"
"2008-Q4";"N";"T";"LE1";"707256.26288359"
"2008-Q4";"N";"T";"LX";"-57528.5303856"
"2008-Q4";"N";"T";"T";"-23558.99486118"
"2008-Q4";"N";"T";"K";"-33969.43552442"
"2008-Q4";"N";"T";"K7";
"2008-Q4";"N";"T";"K7A";
"2008-Q4";"N";"T";"K7B";
"2008-Q4";"N";"T";"KA";
"2008-Q4";"N";"T";"LE";"649727.82149799"
"2008-Q4";"A";"T";"LE1";"3494836.46929945"
"2008-Q4";"A";"T";"LX";"-275810.90739269"
"2008-Q4";"A";"T";"T";
"2008-Q4";"A";"T";"K";
"2008-Q4";"A";"T";"K7";
"2008-Q4";"A";"T";"K7A";
"2008-Q4";"A";"T";"K7B";
"2008-Q4";"A";"T";"KA";
"2008-Q4";"A";"T";"LE";"3219024.75990676"
"2008-Q4";"P";"T";"LE1";"2787580.20641586"
"2008-Q4";"P";"T";"LX";"-218282.37700709"
"2008-Q4";"P";"T";"T";
"2008-Q4";"P";"T";"K";
"2008-Q4";"P";"T";"K7";
"2008-Q4";"P";"T";"K7A";
"2008-Q4";"P";"T";"K7B";
"2008-Q4";"P";"T";"KA";
"2008-Q4";"P";"T";"LE";"2569296.93840877"
"2009-Q1";"N";"T";"LE1";"649727.82149799"
"2009-Q1";"N";"T";"LX";"88361.37874981"
"2009-Q1";"N";"T";"T";"-31597.49948754"
"2009-Q1";"N";"T";"K";"119958.57823735"
"2009-Q1";"N";"T";"K7";
"2009-Q1";"N";"T";"K7A";
"2009-Q1";"N";"T";"K7B";
"2009-Q1";"N";"T";"KA";
"2009-Q1";"N";"T";"LE";"738089.0052478"
"2009-Q1";"A";"T";"LE1";"3219024.75990676"
"2009-Q1";"A";"T";"LX";"80802.18013908"
"2009-Q1";"A";"T";"T";
"2009-Q1";"A";"T";"K";
"2009-Q1";"A";"T";"K7";
"2009-Q1";"A";"T";"K7A";
"2009-Q1";"A";"T";"K7B";
"2009-Q1";"A";"T";"KA";
"2009-Q1";"A";"T";"LE";"3299827.53904584"
"2009-Q1";"P";"T";"LE1";"2569296.93840877"
"2009-Q1";"P";"T";"LX";"-7559.19861073"
"2009-Q1";"P";"T";"T";
"2009-Q1";"P";"T";"K";
"2009-Q1";"P";"T";"K7";
"2009-Q1";"P";"T";"K7A";
"2009-Q1";"P";"T";"K7B";
"2009-Q1";"P";"T";"KA";
"2009-Q1";"P";"T";"LE";"2561738.53379804"
"2009-Q2";"N";"T";"LE1";"738089.0052478"
"2009-Q2";"N";"T";"LX";"17373.44489407"
"2009-Q2";"N";"T";"T";"36487.95958787"
"2009-Q2";"N";"T";"K";"-19114.6146938"
"2009-Q2";"N";"T";"K7";
"2009-Q2";"N";"T";"K7A";
"2009-Q2";"N";"T";"K7B";
"2009-Q2";"N";"T";"KA";
"2009-Q2";"N";"T";"LE";"755462.45714187"
"2009-Q2";"A";"T";"LE1";"3299827.53904584"
"2009-Q2";"A";"T";"LX";"76981.44679783"
"2009-Q2";"A";"T";"T";
"2009-Q2";"A";"T";"K";
"2009-Q2";"A";"T";"K7";
"2009-Q2";"A";"T";"K7A";
"2009-Q2";"A";"T";"K7B";
"2009-Q2";"A";"T";"KA";
"2009-Q2";"A";"T";"LE";"3376808.68684367"
"2009-Q2";"P";"T";"LE1";"2561738.53379804"
"2009-Q2";"P";"T";"LX";"59608.00190376"
"2009-Q2";"P";"T";"T";
"2009-Q2";"P";"T";"K";
"2009-Q2";"P";"T";"K7";
"2009-Q2";"P";"T";"K7A";
"2009-Q2";"P";"T";"K7B";
"2009-Q2";"P";"T";"KA";
"2009-Q2";"P";"T";"LE";"2621346.2297018"
"2009-Q3";"N";"T";"LE1";"755462.45714187"
"2009-Q3";"N";"T";"LX";"-47473.80300079"
"2009-Q3";"N";"T";"T";"3687.657621"
"2009-Q3";"N";"T";"K";"-51161.36062179"
"2009-Q3";"N";"T";"K7";
"2009-Q3";"N";"T";"K7A";
"2009-Q3";"N";"T";"K7B";
"2009-Q3";"N";"T";"KA";
"2009-Q3";"N";"T";"LE";"707988.75414108"
"2009-Q3";"A";"T";"LE1";"3376808.68684367"
"2009-Q3";"A";"T";"LX";"-16902.15020564"
"2009-Q3";"A";"T";"T";
"2009-Q3";"A";"T";"K";
"2009-Q3";"A";"T";"K7";
"2009-Q3";"A";"T";"K7A";
"2009-Q3";"A";"T";"K7B";
"2009-Q3";"A";"T";"KA";
"2009-Q3";"A";"T";"LE";"3359906.53863803"
"2009-Q3";"P";"T";"LE1";"2621346.2297018"
